gid,objectid,loc_name,status,score,match_type,match_addr,longlabel,shortlabel,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,addrange,side,stpredir,stpretype,stname,sttype,stdir,bldgtype,bldgname,leveltype,levelname,unittype,unitname,subaddr,staddr,block,sector,nbrhd,district,city,metroarea,subregion,region,regionabbr,territory,zone,postal,postalext,country,cntryname,langcode,distance,x,y,displayx,displayy,__xmin,__xmax,ymin,ymax,exinfo,arc_single,id,loannumber,borrowerna,borrowerad,borrowerci,borrowerst,borrowerzi,loanstatus,loanstat_1,initialapp,currentapp,currenta_1,servicingl,hubzoneind,businessag,jobsreport,naicscode,lmiindicat,businessty,forgivenes,forgiven_1,full_addre,geom
163,163,World,M,100,A,"192 E 151st St, Bronx, New York, 10451","192 E 151st St, Bronx, NY, 10451, USA",192 E 151st St,PointAddress,NULL,NULL,"192 E 151st St, Bronx, New York, 10451",NULL,NULL,20,NULL,192,NULL,NULL,NULL,NULL,E,NULL,151st,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192 E 151st St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5292,USA,United States,ENG,0,-73.9271335,40.82044568,-73.9271335,40.82044568,-73.9281335,-73.9261335,40.81944568,40.82144568,NULL,"192 E 151st St Bronx, NY",716,7941677109,PUBLIC PREP CHARTER SCHOOL ACADEMIES,192 E 151st St,Bronx,NY,10451-5292,6/24/21,Paid in Full,4301000,4301000,4301000,"CRF Small Business Loan Company, LLC",Y,Existing or more than 2 years old,308,611110,Y,Non-Profit Organization,4350255.29,6/17/21,"192 E 151st St Bronx, NY",0101000020E6100000A8F6BE27567B52C010D23A5D04694440
164,164,World,M,77.27,A,"Bronx Terminal Market, Bronx, New York, 10451","Bronx Terminal Market, Bronx, NY, 10451, USA",Bronx Terminal Market,StreetName,NULL,NULL,"Bronx Terminal Market, Bronx, New York, 10451",NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bronx Terminal Market,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bronx Terminal Market,NULL,NULL,Mott Haven,Bronx,Bronx,New York City Metro,Bronx County,New York,NY,NULL,NULL,10451,NULL,USA,United States,ENG,0,-73.93041264,40.81970871,-73.93041264,40.81970871,-73.93141264,-73.92941264,40.81870871,40.82070871,357 ROW C NYC | 0 0,"357 Row C NYC Terminal Market 0.0 Bronx, NY",1220,1383507101,NATHEL & NATHEL INC,357 Row C NYC Terminal Market 0.0,Bronx,NY,10474-1255,10/20/21,Paid in Full,3228537,3228537,3228537,"JPMorgan Chase Bank, National Association",N,Existing or more than 2 years old,158,424480,Y,Subchapter S Corporation,3274502.4,9/16/21,"357 Row C NYC Terminal Market 0.0 Bronx, NY",0101000020E610000050CD72E18B7B52C0E81F1337EC684440
165,165,World,M,100,A,"1340 Viele Ave, Bronx, New York, 10474","1340 Viele Ave, Bronx, NY, 10474, USA",1340 Viele Ave,PointAddress,NULL,NULL,"1340 Viele Ave, Bronx, New York, 10474",NULL,NULL,20,NULL,1340,NULL,NULL,NULL,NULL,NULL,NULL,Viele,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1340 Viele Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,7124,USA,United States,ENG,0,-73.88265493,40.80695279,-73.88265493,40.80695279,-73.88365493,-73.88165493,40.80595279,40.80795279,NULL,"1340 Viele Ave Bronx, NY",1332,5157628403,VIELE MANUFACTURING CORP,1340 Viele Ave,Bronx,NY,10474-7134,4/20/22,Paid in Full,3062640,3062640,3062640,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,225,326199,Y,Sole Proprietorship,3000705.77,3/8/22,"1340 Viele Ave Bronx, NY",0101000020E6100000F8F01A6B7D7852C0A0CEA03A4A674440
166,166,World,M,99.26,A,"337 Alexander Ave, Bronx, New York, 10454","337 Alexander Ave, Bronx, NY, 10454, USA",337 Alexander Ave,PointAddress,NULL,NULL,"337 Alexander Ave, Bronx, New York, 10454",NULL,NULL,20,NULL,337,NULL,NULL,NULL,NULL,NULL,NULL,Alexander,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,337 Alexander Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,1198,USA,United States,ENG,0,-73.92372349,40.81230363,-73.92372349,40.81230363,-73.92472349,-73.92272349,40.81130363,40.81330363,0 0,"337 Alexander Avenue 0.0 Bronx, NY",1796,1858807102,"EAST SIDE HOUSE, INC",337 Alexander Avenue 0.0,Bronx,NY,10454-1108,8/20/21,Paid in Full,2544217,2544217,2544217,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,297,624229,Y,Non-Profit Organization,2577045.88,7/29/21,"337 Alexander Avenue 0.0 Bronx, NY",0101000020E61000003CF620491E7B52C0F0CFB890F9674440
167,167,World,M,100,A,"384 E 149th St, Bronx, New York, 10455","384 E 149th St, Bronx, NY, 10455, USA",384 E 149th St,PointAddress,NULL,NULL,"384 E 149th St, Bronx, New York, 10455",NULL,NULL,20,NULL,384,NULL,NULL,NULL,NULL,E,NULL,149th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,384 E 149th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,NULL,USA,United States,ENG,0,-73.91836963,40.81610512,-73.91836963,40.81610512,-73.91936963,-73.91736963,40.81510512,40.81710512,NULL,"384 E 149th St Ste 600-612 Bronx, NY",1892,6587308602,ALLIANCE HOME SERVICES INC,384 E 149th St Ste 600-612,Bronx,NY,10455-3908,4/20/22,Paid in Full,2458645,2458645,2458645,"JPMorgan Chase Bank, National Association",N,Existing or more than 2 years old,475,621610,Y,501(c)3 – Non Profit,2481534.98,3/2/22,"384 E 149th St Ste 600-612 Bronx, NY",0101000020E610000088F56C91C67A52C0F8D0E62176684440
168,168,World,M,99.29,A,"1100 E 156th St, Bronx, New York, 10474","1100 E 156th St, Bronx, NY, 10474, USA",1100 E 156th St,PointAddress,NULL,NULL,"1100 E 156th St, Bronx, New York, 10474",NULL,NULL,20,NULL,1100,NULL,NULL,NULL,NULL,E,NULL,156th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1100 E 156th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6299,USA,United States,ENG,0,-73.89512276,40.81337714,-73.89512276,40.81337714,-73.89612276,-73.89412276,40.81237714,40.81437714,0 0,"1100 East 156th Street 0.0 Bronx, NY",3590,4765337108,"CIVETTA COUSINS JV, LLC",1100 East 156th Street 0.0,Bronx,NY,10474-6202,11/18/21,Paid in Full,2885370,1885370,1885370,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,143,238990,Y,Limited  Liability Company(LLC),1913392.88,10/13/21,"1100 East 156th Street 0.0 Bronx, NY",0101000020E610000090F2F8B0497952C038D0FEBD1C684440
170,170,World,T,95.09,A,Bronx Terminal Market,"Bronx Terminal Market, 610 Exterior St, Bronx, NY, 10451, USA",Bronx Terminal Market,POI,Shopping Center,Bronx Terminal Market,"610 Exterior St, Bronx, New York, 10451",NULL,NULL,19,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,Exterior,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,610 Exterior St,NULL,NULL,NULL,NULL,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,NULL,USA,United States,ENG,0,-73.929486,40.822608,-73.929486,40.822608,-73.931486,-73.927486,40.820608,40.824608,2A,"2A New York City Terminal Market Bronx, NY",4566,6085197207,"HUNTS POINT TERMINAL PRODUCE COOPERATIVE ASSOCIATION, INC",2A New York City Terminal Market,Bronx,NY,10474,7/20/21,Paid in Full,1631787,1631787,1631787,Signature Bank,N,Existing or more than 2 years old,105,445230,Y,Corporation,1649848.42,6/15/21,"2A New York City Terminal Market Bronx, NY",0101000020E6100000B805D9B27C7B52C0D8B60C384B694440
171,171,World,M,100,A,"170 Brown Pl, Bronx, New York, 10454","170 Brown Pl, Bronx, NY, 10454, USA",170 Brown Pl,PointAddress,NULL,NULL,"170 Brown Pl, Bronx, New York, 10454",NULL,NULL,20,NULL,170,NULL,NULL,NULL,NULL,NULL,NULL,Brown,Pl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170 Brown Pl,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,4141,USA,United States,ENG,0,-73.92102888,40.80637519,-73.92102888,40.80637519,-73.92202888,-73.92002888,40.80537519,40.80737519,NULL,"170 Brown Place Bronx, NY",4672,1661297405,MOTT HAVEN ACADEMY CHARTER SCHOOL,170 Brown Place,Bronx,NY,10454-4140,7/7/21,Paid in Full,1608000,1608000,1608000,"immito, LLC",Y,Existing or more than 2 years old,100,611110,Y,Non-Profit Organization,1625732.67,6/15/21,"170 Brown Place Bronx, NY",0101000020E6100000E4F51823F27A52C070CE644D37674440
172,172,World,M,100,A,"650 Grand Conc, Bronx, New York, 10451","650 Grand Conc, Bronx, NY, 10451, USA",650 Grand Conc,PointAddress,NULL,NULL,"650 Grand Conc, Bronx, New York, 10451",NULL,NULL,20,NULL,650,NULL,NULL,NULL,NULL,NULL,NULL,Grand,Conc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,650 Grand Conc,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,5298,USA,United States,ENG,0,-73.92606724,40.82050972,-73.92606724,40.82050972,-73.92706724,-73.92506724,40.81950972,40.82150972,NULL,"650 Grand Concourse Bronx, NY",4744,2936467707,CARDINAL HAYES HIGH SCHOOL,650 Grand Concourse,Bronx,NY,10451,11/18/21,Paid in Full,1594483,1594482,1594482,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,106,611110,N,Professional Association,1606894.99,2/16/21,"650 Grand Concourse Bronx, NY",0101000020E610000088F684AF447B52C010D26A7606694440
173,173,World,M,99.68,A,"B12 Hunts Pt Co OP Mkt, Bronx, New York, 10474","B12 Hunts Pt Co OP Mkt, Bronx, NY, 10474, USA",B12 Hunts Pt Co OP Mkt,StreetAddress,NULL,NULL,"B12 Hunts Pt Co OP Mkt, Bronx, New York, 10474",NULL,NULL,20,NULL,B12,B99,B1,B99-B1,L,NULL,NULL,Hunts Pt Co OP Mkt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B12 Hunts Pt Co OP Mkt,NULL,NULL,Hunts Point,Bronx,Bronx,New York City Metro,Bronx County,New York,NY,NULL,NULL,10474,7500,USA,United States,ENG,0,-73.8734919,40.80784399,-73.8734919,40.80784399,-73.8744919,-73.8724919,40.80684399,40.80884399,0,"B12 HUNTS POINT COOP MARKET 0 Bronx, NY",4976,5277017210,"FANCY FOODS, INC.",B12 HUNTS POINT COOP MARKET 0,Bronx,NY,10474-7500,8/17/21,Paid in Full,1543800,1543800,1543800,"Citibank, N.A.",N,Existing or more than 2 years old,98,424470,Y,Subchapter S Corporation,1562239.83,7/14/21,"B12 HUNTS POINT COOP MARKET 0 Bronx, NY",0101000020E6100000702A914AE77752C06880916E67674440
174,174,World,M,99.17,A,"455 Southern Blvd, Bronx, New York, 10455","455 Southern Blvd, Bronx, NY, 10455, USA",455 Southern Blvd,PointAddress,NULL,NULL,"455 Southern Blvd, Bronx, New York, 10455",NULL,NULL,20,NULL,455,NULL,NULL,NULL,NULL,NULL,NULL,Southern,Blvd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,455 Southern Blvd,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,4996,USA,United States,ENG,0,-73.90724274,40.81054951,-73.90724274,40.81054951,-73.90824274,-73.90624274,40.80954951,40.81154951,0 0,"455 Southern Blvd. 0.0 Bronx, NY",5962,1636507100,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES II,455 Southern Blvd. 0.0,Bronx,NY,10455-4911,8/19/21,Paid in Full,1379215,1379215,1379215,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,76,611110,Y,Non-Profit Organization,1395997.75,7/2/21,"455 Southern Blvd. 0.0 Bronx, NY",0101000020E61000001CF4DA43107A52C088CF1216C0674440
175,175,World,M,100,A,"715 E 138th St, Bronx, New York, 10454","715 E 138th St, Bronx, NY, 10454, USA",715 E 138th St,PointAddress,NULL,NULL,"715 E 138th St, Bronx, New York, 10454",NULL,NULL,20,NULL,715,NULL,NULL,NULL,NULL,E,NULL,138th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,715 E 138th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,3307,USA,United States,ENG,0,-73.91286306,40.8050545,-73.91286306,40.8050545,-73.91386306,-73.91186306,40.8040545,40.8060545,NULL,"715 E 138TH ST Bronx, NY",6727,1200527802,"RITE CHECK CASHING, INC.",715 E 138TH ST,Bronx,NY,10454-3307,4/20/21,Paid in Full,1266000,1266000,1266000,Fifth Third Bank,Y,Existing or more than 2 years old,109,522390,Y,Corporation,1056802.84,3/16/21,"715 E 138TH ST Bronx, NY",0101000020E6100000D0F42C596C7A52C020CE9A060C674440
178,178,World,M,99.05,A,"770 E 132nd St, Bronx, New York, 10454","770 E 132nd St, Bronx, NY, 10454, USA",770 E 132nd St,PointAddress,NULL,NULL,"770 E 132nd St, Bronx, New York, 10454",NULL,NULL,20,NULL,770,NULL,NULL,NULL,NULL,E,NULL,132nd,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,770 E 132nd St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,3429,USA,United States,ENG,0,-73.91512793,40.80063267,-73.91512793,40.80063267,-73.91612793,-73.91412793,40.79963267,40.80163267,0 0,"770 East 132 St. 0.0 Bronx, NY",7842,6036537108,PAPER ENTERPRISES INC.,770 East 132 St. 0.0,Bronx,NY,10454-1904,6/23/21,Paid in Full,1135475,1135475,1135475,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,88,424130,Y,Corporation,1147406.18,5/6/21,"770 East 132 St. 0.0 Bronx, NY",0101000020E610000024F5BE74917A52C000CD98217B664440
179,179,World,M,100,A,"375 E 163rd St, Bronx, New York, 10451","375 E 163rd St, Bronx, NY, 10451, USA",375 E 163rd St,PointAddress,NULL,NULL,"375 E 163rd St, Bronx, New York, 10451",NULL,NULL,20,NULL,375,NULL,NULL,NULL,NULL,E,NULL,163rd,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,375 E 163rd St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,4390,USA,United States,ENG,0,-73.91350763,40.82568186,-73.91350763,40.82568186,-73.91450763,-73.91250763,40.82468186,40.82668186,NULL,"375 East 163rd Street Bronx, NY",9580,9097437709,KING ROSE OF NY INC,375 East 163rd Street,Bronx,NY,10451,3/18/22,Paid in Full,974570,974570,974570,Customers Bank,Y,Existing or more than 2 years old,64,236220,Y,Corporation,989468.91,11/17/21,"375 East 163rd Street Bronx, NY",0101000020E6100000F0F4B0E8767A52C070D372F1AF694440
180,180,World,M,99.23,A,"732 Garrison Ave, Bronx, New York, 10474","732 Garrison Ave, Bronx, NY, 10474, USA",732 Garrison Ave,PointAddress,NULL,NULL,"732 Garrison Ave, Bronx, New York, 10474",NULL,NULL,20,NULL,732,NULL,NULL,NULL,NULL,NULL,NULL,Garrison,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,732 Garrison Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,5600,USA,United States,ENG,0,-73.89525913,40.81339613,-73.89525913,40.81339613,-73.89625913,-73.89425913,40.81239613,40.81439613,0 0,"732 Garrison Avenue 0.0 Bronx, NY",9695,6679907105,AKELA CONTRACTING LLC,732 Garrison Avenue 0.0,Bronx,NY,10474-1250,6/23/21,Paid in Full,966466,966465,966465,"JPMorgan Chase Bank, National Association",Y,Existing or more than 2 years old,42,237110,Y,Limited  Liability Company(LLC),976804.56,5/13/21,"732 Garrison Avenue 0.0 Bronx, NY",0101000020E610000098F2F6EC4B7952C040D0405D1D684440
181,181,World,M,100,A,"3055 3rd Ave, Bronx, New York, 10451","3055 3rd Ave, Bronx, NY, 10451, USA",3055 3rd Ave,PointAddress,NULL,NULL,"3055 3rd Ave, Bronx, New York, 10451",NULL,NULL,20,NULL,3055,NULL,NULL,NULL,NULL,NULL,NULL,3rd,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3055 3rd Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,4857,USA,United States,ENG,0,-73.91311334,40.82035914,-73.91311334,40.82035914,-73.91411334,-73.91211334,40.81935914,40.82135914,NULL,"3055 3rd Ave Bronx, NY",10620,1813918702,SHIBNAD LOGISTICS,3055 3rd Ave,Bronx,NY,10451-4857,10/19/21,Paid in Full,900674,900674,900674,Cross River Bank,Y,Existing or more than 2 years old,271,484110,N,Corporation,904523.46,9/7/21,"3055 3rd Ave Bronx, NY",0101000020E6100000E0F4F072707A52C010D2408701694440
182,182,World,M,100,A,"355 Food Center Dr, Bronx, New York, 10474","355 Food Center Dr, Bronx, NY, 10474, USA",355 Food Center Dr,PointAddress,NULL,NULL,"355 Food Center Dr, Bronx, New York, 10474",NULL,NULL,20,NULL,355,NULL,NULL,NULL,NULL,NULL,NULL,Food Center,Dr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,355 Food Center Dr,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,7000,USA,United States,ENG,0,-73.87168386,40.80672937,-73.87168386,40.80672937,-73.87268386,-73.87068386,40.80572937,40.80772937,NULL,"355 FOOD CENTER DR STE B14 Bronx, NY",10967,9133557207,MASTER PURVEYORS INC,355 FOOD CENTER DR STE B14,Bronx,NY,10474-7577,7/17/21,Paid in Full,879572,879572,879572,"HSBC Bank USA, National Association",Y,Existing or more than 2 years old,62,311611,Y,Subchapter S Corporation,889589.35,6/24/21,"355 FOOD CENTER DR STE B14 Bronx, NY",0101000020E610000094EF16ABC97752C078CE72E842674440
183,183,World,M,100,A,"730 Concourse Vlg W, Bronx, New York, 10451","730 Concourse Vlg W, Bronx, NY, 10451, USA",730 Concourse Vlg W,PointAddress,NULL,NULL,"730 Concourse Vlg W, Bronx, New York, 10451",NULL,NULL,20,NULL,730,NULL,NULL,NULL,NULL,NULL,NULL,Concourse,Vlg,W,NULL,NULL,NULL,NULL,NULL,NULL,NULL,730 Concourse Vlg W,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,3171,USA,United States,ENG,0,-73.92354672,40.82258177,-73.92354672,40.82258177,-73.92454672,-73.92254672,40.82158177,40.82358177,NULL,"730 Concourse Vlg W Bronx, NY",11207,4334098505,SOUTH BRONX COMMUNITY CHARTER HIGH SCHOOL,730 Concourse Vlg W,Bronx,NY,10451-3137,3/4/22,Paid in Full,862867,862867,862867,Amalgamated Bank,N,Existing or more than 2 years old,55,611110,N,501(c)3 – Non Profit,869769.94,12/15/21,"730 Concourse Vlg W Bronx, NY",0101000020E610000038F6AE631B7B52C098D2045C4A694440
184,184,World,M,100,A,"611 Jackson Ave, Bronx, New York, 10455","611 Jackson Ave, Bronx, NY, 10455, USA",611 Jackson Ave,PointAddress,NULL,NULL,"611 Jackson Ave, Bronx, New York, 10455",NULL,NULL,20,NULL,611,NULL,NULL,NULL,NULL,NULL,NULL,Jackson,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,611 Jackson Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10455,3106,USA,United States,ENG,0,-73.90856155,40.81511387,-73.90856155,40.81511387,-73.90956155,-73.90756155,40.81411387,40.81611387,NULL,"611 Jackson Ave Bronx, NY",11361,1520328600,A&H SECURITY SERVICES LLC,611 Jackson Ave,Bronx,NY,10455-3106,12/15/21,Paid in Full,2832300,853500,853500,"Newtek Small Business Finance, Inc.",Y,Existing or more than 2 years old,144,561612,Y,Limited  Liability Company(LLC),857483,11/24/21,"611 Jackson Ave Bronx, NY",0101000020E610000044F456DF257A52C0B8D0BEA655684440
185,185,World,M,100,A,"298 Cypress Ave, Bronx, New York, 10454","298 Cypress Ave, Bronx, NY, 10454, USA",298 Cypress Ave,PointAddress,NULL,NULL,"298 Cypress Ave, Bronx, New York, 10454",NULL,NULL,20,NULL,298,NULL,NULL,NULL,NULL,NULL,NULL,Cypress,Ave,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,298 Cypress Ave,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,1500,USA,United States,ENG,0,-73.91349539,40.80709478,-73.91349539,40.80709478,-73.91449539,-73.91249539,40.80609478,40.80809478,NULL,"298 Cypress Ave Bronx, NY",12102,3692237204,DIEGO BEEKMAN MUTUAL HOUSING ASSOCIATION,298 Cypress Ave,Bronx,NY,10454-1500,2/10/21,Paid in Full,811548,811548,811548,"Grow America Fund, Incorporated",Y,Existing or more than 2 years old,91,624229,Y,Non-Profit Organization,817544.44,1/29/21,"298 Cypress Ave Bronx, NY",0101000020E6100000ECF45CB5767A52C0A0CEB8E14E674440
186,186,World,M,100,A,"886 Edgewater Rd, Bronx, New York, 10474","886 Edgewater Rd, Bronx, NY, 10474, USA",886 Edgewater Rd,PointAddress,NULL,NULL,"886 Edgewater Rd, Bronx, New York, 10474",NULL,NULL,20,NULL,886,NULL,NULL,NULL,NULL,NULL,NULL,Edgewater,Rd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,886 Edgewater Rd,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,4906,USA,United States,ENG,0,-73.88388606,40.82066135,-73.88388606,40.82066135,-73.88488606,-73.88288606,40.81966135,40.82166135,NULL,"886 Edgewater Road Bronx, NY",12956,7137667203,CASA REDIMIX CONCRETE CORP,886 Edgewater Road,Bronx,NY,10474-4906,6/24/21,Paid in Full,769300,769300,769300,Legacy Bank,Y,Existing or more than 2 years old,37,327320,Y,Subchapter S Corporation,777270.8,5/17/21,"886 Edgewater Road Bronx, NY",0101000020E610000024F1DA96917852C018D25E6E0B694440
187,187,World,M,98.93,A,"800 Food Center Dr, Bronx, New York, 10474","800 Food Center Dr, Bronx, NY, 10474, USA",800 Food Center Dr,PointAddress,NULL,NULL,"800 Food Center Dr, Bronx, New York, 10474",NULL,NULL,20,NULL,800,NULL,NULL,NULL,NULL,NULL,NULL,Food Center,Dr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800 Food Center Dr,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,15,USA,United States,ENG,0,-73.8764348,40.80423123,-73.8764348,40.80423123,-73.8774348,-73.8754348,40.80323123,40.80523123,65B,"800 Food Center Drive, 65B Bronx, NY",13371,6131077208,THE NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,"800 Food Center Drive, 65B",Bronx,NY,10474-0057,8/14/21,Paid in Full,750795,750795,750795,"HSBC Bank USA, National Association",N,Existing or more than 2 years old,49,531120,Y,Non-Profit Organization,759595.99,7/7/21,"800 Food Center Drive, 65B Bronx, NY",0101000020E610000030F00082177852C0E0CD820CF1664440
188,188,World,M,100,A,"540 Manida St, Bronx, New York, 10474","540 Manida St, Bronx, NY, 10474, USA",540 Manida St,PointAddress,NULL,NULL,"540 Manida St, Bronx, New York, 10474",NULL,NULL,20,NULL,540,NULL,NULL,NULL,NULL,NULL,NULL,Manida,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,540 Manida St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10474,6818,USA,United States,ENG,0,-73.88742767,40.81129063,-73.88742767,40.81129063,-73.88842767,-73.88642767,40.81029063,40.81229063,NULL,"540 Manida St Bronx, NY",13704,5852657200,CEC ELEVATOR CAB CORP.,540 Manida St,Bronx,NY,10474,8/11/21,Paid in Full,737000,737000,737000,"Capital One, National Association",Y,Existing or more than 2 years old,61,333921,Y,Subchapter S Corporation,746028.25,7/27/21,"540 Manida St Bronx, NY",0101000020E610000098F16C9DCB7852C0B0CF1A5FD8674440
189,189,World,M,99.75,A,"251 E 137th St, Bronx, New York, 10451","251 E 137th St, Bronx, NY, 10451, USA",251 E 137th St,PointAddress,NULL,NULL,"251 E 137th St, Bronx, New York, 10451",NULL,NULL,20,NULL,251,NULL,NULL,NULL,NULL,E,NULL,137th,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,251 E 137th St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10451,6490,USA,United States,ENG,0,-73.92840151,40.81089815,-73.92840151,40.81089815,-73.92940151,-73.92740151,40.80989815,40.81189815,NULL,"251 EAST137TH STREET Bronx, NY",14293,9895637203,INTERIOR DESIGN FLOORING CORPORATION,251 EAST137TH STREET,Bronx,NY,10451,12/18/21,Paid in Full,711975,711975,711975,"Santander Bank, National Association",N,Existing or more than 2 years old,49,238330,Y,Corporation,722664.38,11/4/21,"251 EAST137TH STREET Bronx, NY",0101000020E6100000D4F62EEE6A7B52C098CFB882CB674440
190,190,World,M,100,A,"500 E 132nd St, Bronx, New York, 10454","500 E 132nd St, Bronx, NY, 10454, USA",500 E 132nd St,PointAddress,NULL,NULL,"500 E 132nd St, Bronx, New York, 10454",NULL,NULL,20,NULL,500,NULL,NULL,NULL,NULL,E,NULL,132nd,St,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500 E 132nd St,NULL,NULL,NULL,Bronx,Bronx,NULL,Bronx County,New York,NY,NULL,NULL,10454,9992,USA,United States,ENG,0,-73.92090432,40.80308144,-73.92090432,40.80308144,-73.92190432,-73.91990432,40.80208144,40.80408144,NULL,"500 E 132nd St Bronx, NY",14991,9414178410,FOODFEST DEPOT LLC,500 E 132nd St,Bronx,NY,10454-4619,2/19/22,Paid in Full,684790,684790,684790,Loan Source Incorporated,Y,Existing or more than 2 years old,118,424410,Y,Limited  Liability Company(LLC),690981.25,1/19/22,"500 E 132nd St Bronx, NY",0101000020E6100000E0F5AC18F07A52C098CD645FCB664440
